ISBN/SKU,store,closing_qty,on_order,sales_per_day,leadtime,mrp
BK-0161,Chennai, 4 ,1,0.3,9,399
BK-0161,Kolkata,6,0,0.7,9,Rs. 399
BK-0161,Pune,18,0,0.7,15,₹399
BK-0161,Ahmedabad,5,3,0.2,15,399
BK-0161,Jaipur,6,0,0.8,6,₹399
BK-0161,Lucknow,11,0,0.4,9,₹399
BK-0162,Mumbai,9,0,0.5,15,249
BK-0162,Delhi,7,6,0.6,15,249
BK-0162,Bengaluru,7,0,0.3,9,249
BK-0162,Hyderabad,0,0,0.1,9,249.00
BK-0162,Chennai,0,0,0.2,9,249
BK-0162,Kolkata,3.5,1,0.3,6,249
BK-0162,Pune,0,0,0.0,6,₹249
BK-0162,Ahmedabad,1,0,,15,249
BK-0162,Jaipur,2,0,0.3,9 days,Rs. 249
BK-0162,Lucknow,14,0,0.7,15,Rs. 249
BK-0163,Mumbai,3,0,0.2,9,₹249
BK-0163,Delhi,4,1,0.5,6,N/A
BK-0163,Bengaluru,5,3,0.4,9,Rs. 249
BK-0163,Hyderabad,8,0,0.7,15,₹249
BK-0163,Chennai,9,0,0.5,6,₹249
BK-0163,Kolkata,16,0,0.8,15,249.00
BK-0163,Pune, 0 ,2,0.4,6,249
BK-0163,Ahmedabad,2,0,0.2,15,249
BK-0163,Jaipur,4,2,0.3,9,249.00
BK-0163,Lucknow,3,0,0.3,6,₹249
BK-0164,Mumbai,2,0,0.2,6,99
BK-0164,Delhi,2,0,0.1,9,99
BK-0164,Bengaluru,0,0,0.0,9,99.00
BK-0164,Hyderabad,1,0,0.7,9,99.00
BK-0164,Chennai,11,0,0.6,9,Rs. 99
BK-0164,Kolkata,14,8,0.5,15,₹99
BK-0164,Pune,22,0,0.7,15,99.00
BK-0164,Ahmedabad,0,0,0.0,9,99.00
BK-0164,Jaipur,21, 10 ,0.5,15,₹99
BK-0164,Lucknow,12,0,0.3,15,99
BK-0165,Mumbai,10,0,0.7,9,₹599
BK-0165,Delhi,5,0,0.3,,599
BK-0165,Bengaluru,29,0,0.9,15,599
BK-0165,Hyderabad,27,0,0.8,15,₹599
BK-0165,Chennai,8,4,0.6,6,599
BK-0165,Kolkata,-7,0,0.4,6,₹599
BK-0165,Pune,19,0,0.7,9,599
BK-0165,Ahmedabad,1,0,0.5,9,₹599
BK-0165,Jaipur,2,2,0.2,15,599
BK-0165,Lucknow, 7 ,0,0.4,6,599
BK-0166,Mumbai,1,0,0.5,9,249.00
BK-0166,Delhi,16,0,0.8,9,249
BK-0166,Bengaluru,7,1,0.5,6,249
BK-0166,Hyderabad,1,0,0.3,6,Rs. 249
BK-0166,Chennai,8,0,0.4,9,249
BK-0166,Kolkata,3,1,0.2,6,249
BK-0166,Pune,36,0,0.9,15,249
BK-0166,Ahmedabad,8,5,0.8,6,249
BK-0166,Jaipur,10,0,0.4,9,₹249
BK-0166,Lucknow,8,8,0.8,9,₹249
BK-0167,Mumbai,0,0,0.6,6,249
BK-0167,Delhi,13,6,0.9,6,249
BK-0167,Bengaluru,0,0,0.9,6,249
BK-0167,Hyderabad,0,0,0.1,9,₹249
BK-0167,Chennai, 7 ,0,0.2,15,249.00
,Kolkata,32,0,0.7,15,249
BK-0167,Pune,4,1,0.2,9,Rs. 249
BK-0167,Ahmedabad,3,-18,0.2,15,249
BK-0167,Jaipur,1.5,0,0.1,9,₹249
BK-0167,Lucknow, 10 ,1,0.7,6,249
BK-0168,Mumbai,9,0,0.5,9,149
BK-0168,Delhi, 0 , 2 ,0.5,6,149
BK-0168,Bengaluru,10,0,0.6,6,149
BK-0168,Hyderabad,13,11,0.6,15,149
BK-0168,Chennai,0,0,0.0,9,Rs. 149
BK-0168,Kolkata,4,0,0.3,6,149
BK-0168,Pune,1,7,0.8,9,149
BK-0168,Ahmedabad,4,0,0.1,15,Rs. 149
BK-0168,Jaipur,0,0,0.3,6,₹149
BK-0168,Lucknow,4,0,0.5,9,₹149
BK-0169,Mumbai,4,0,0.1,15,N/A
BK-0169,Delhi,17,0,0.9,15,₹249
BK-0169,Bengaluru,1,0,0.4,6,249
BK-0169,Hyderabad,8,0,0.8,15,₹249
BK-0169,Chennai,28,3,0.6,15,249.00
BK-0169,Kolkata,1,0,0.1,6,₹249
BK-0169,Pune,0,0,0.0,6,249
BK-0169,Ahmedabad,7,0,0.3,9,₹249
BK-0169,Jaipur,4,0,0.7,6,249.00
BK-0169,Lucknow,7,0,0.5,6,249
BK-0170,Mumbai,0,0,0.1,6,249
BK-0170,Delhi,0,0,0.3,9,Rs. 249
BK-0170,Bengaluru,12,0,0.6,9,249
BK-0170,Hyderabad,8,0,0.9,6,249
BK-0170,Chennai,12,0,0.8,15,₹249
BK-0170,Kolkata,0,1,0.2,9,249
BK-0170,Pune,16,0,0.5,15,249
BK-0170,Pune,16,0,0.5,15,249
BK-0170,Ahmedabad,2, 6 ,0.6,15 days,249.00
BK-0170,Jaipur,5,0,0.8,15,249
BK-0170,Lucknow,1,0,0.1,6,249
BK-0171,Mumbai,18,7,,15,₹399
BK-0171,Delhi,1,0,0.2,6,Rs. 399
BK-0171,Bengaluru,1,0,0.1,15,₹399
BK-0171,Hyderabad,0,3,0.5,6,₹399
BK-0171,Chennai, 0 ,0,0.0,6,399
BK-0171,Kolkata,0,0,0.2,9,399.00
BK-0171,Pune,9,1,0.4,9,399
BK-0171,Ahmedabad,16,0,0.7,15,399
BK-0171,Jaipur,6,0,0.8,9,399.00
BK-0171,Lucknow,0,0,0.0,15,399
BK-0172,Mumbai,30,15,0.8,15,Rs. 599
BK-0172,Delhi,1,0,0.1,6,₹599
BK-0172,Bengaluru,16,7,0.6,9,599
BK-0172,Hyderabad,3,0,0.2,15,₹599
BK-0172,Chennai,1,0,0.9,,599
BK-0172,Kolkata,1,0,0.1,9,Rs. 599
BK-0172,Pune,1,0,0.1,9,₹599
BK-0172,Ahmedabad,4,0,0.6,6,599
BK-0172,Jaipur,6,0,0.3,15,599.00
BK-0172,Lucknow,0,0,0.0,15,599
BK-0173,Mumbai,0,0,0.0,15,399
BK-0173,Delhi,3.5,1,0.2,9,Rs. 399
BK-0173,Bengaluru,0,0,0.8,6,₹399
BK-0173,Hyderabad,27,0,0.8,15,399.00
BK-0173,Chennai,1,0,0.4,9,Rs. 399
BK-0173,Kolkata,1,0,0.2,9,₹399
BK-0173,Pune,11,0,0.4,9,399.00
BK-0173,Ahmedabad,4,4,0.7,6,399.00
BK-0173,Jaipur,4,0,0.4,9,Rs. 399
BK-0173,Lucknow,13,6,0.7,9,₹399
BK-0174,Mumbai,13,0,0.3,15,₹599
BK-0174,Delhi,3,0,0.3,6,599
BK-0174,Bengaluru,6,0,0.5,15,₹599
BK-0174,Hyderabad,7,0,0.8,15,599
BK-0174,Chennai,(5),0,0.5,6,599
BK-0174,Kolkata,13,0,0.3,15,₹599
BK-0174,Pune,2,1,0.1,9,599
BK-0174,Ahmedabad,0,0,0.2,6,599
BK-0174,Jaipur,10,-4,0.5,9,599
BK-0174,Lucknow,6,0,0.4,6,N/A
BK-0175,Mumbai,9,2,0.5,6,₹599
BK-0175,Delhi,0,0,0.1,15,₹599
BK-0175,Bengaluru,31,0,0.8,15,₹599
BK-0175,Hyderabad,1,0,0.1,9,599
BK-0175,Chennai,13,0,0.7,6,Rs. 599
BK-0175,Kolkata,21,0,0.8,15,599.00
BK-0175,Pune,13,0,0.6,15,Rs. 599
BK-0175,Ahmedabad,0,0,0.3,6,599
BK-0175,Jaipur,1,0,0.6,6,₹599
BK-0175,Lucknow,2,0,0.5,15,599
BK-0176,Mumbai, 8 ,0,0.8,15,399
BK-0176,Delhi,4,0,0.8,6,399
BK-0176,Bengaluru,6,0,0.5,6,₹399
BK-0176,Hyderabad,10,0,0.7,6,399.00
BK-0176,Chennai,5,1,0.4,6,₹399
BK-0176,Kolkata,9,0,0.4,9,399
BK-0176,Pune,8,0,0.6,6,399.00
BK-0176,Ahmedabad,15,0,0.4,15,399
BK-0176,Jaipur, 0 ,0,0.8,6,399.00
BK-0176,Lucknow,9,0,0.7,9,399
BK-0177,Mumbai,0,0,0.0,9,249
BK-0177,Delhi,12,0,0.3,15,249
BK-0177,Bengaluru,0,0,0.0,6,Rs. 249
BK-0177,Hyderabad,7,5,0.8,6,249
BK-0177,Chennai,4,0,0.3,9,249
BK-0177,Kolkata,2,0,0.2,6,249
,Pune,2,0,0.8,15,₹249
BK-0177,Ahmedabad, 11 ,0,0.6,6,249
BK-0177,Jaipur,2,0,0.3,6,₹249
BK-0177,Lucknow,5,0,0.2,9,249
BK-0178,Mumbai,21,0,0.9,9,Rs. 399
BK-0178,Delhi,6,0,0.9,9,₹399
BK-0178,Bengaluru,3,0,0.2,9,₹399
BK-0178,Hyderabad,5,1,0.3,6,₹399
BK-0178,Chennai,14.5,0,0.7,15,399
BK-0178,Kolkata,18,0,0.9,15,₹399
BK-0178,Pune,7,0,0.4,9 days,₹399
BK-0178,Ahmedabad,5,0,0.2,9,₹399
BK-0178,Jaipur,0,0,0.0,9,₹399
BK-0178,Lucknow,17,0,0.7,9,399
BK-0179,Mumbai,1,0,0.1,6,599.00
BK-0179,Delhi,12,0,0.8,9,599
BK-0179,Bengaluru,0,0,0.2,6,₹599
BK-0179,Hyderabad,0,0,,15,₹599
BK-0179,Chennai,0,0,0.0,15,₹599
BK-0179,Kolkata,11,0,0.5,9,₹599
BK-0179,Pune,0,0,0.1,6,599
BK-0179,Ahmedabad,5,0,0.6,,599
BK-0179,Jaipur,11,2,0.8,6,₹599
BK-0179,Lucknow,9,2,0.3,9,599.00
BK-0180,Mumbai,26,0,0.8,15,₹249
BK-0180,Delhi,27,0,0.7,15,Rs. 249
BK-0180,Bengaluru,9,0,0.4,15,₹249
BK-0180,Hyderabad,20,5,0.7,9,249.00
BK-0180,Hyderabad,20,5,0.7,9,249.00
BK-0180,Chennai,7, 2 ,0.6,6,249
BK-0180,Kolkata,6,3,0.5,9,Rs. 249
BK-0180,Pune,0,0,0.2,6,249
BK-0180,Ahmedabad,8,0,0.6,15,Rs. 249
BK-0180,Jaipur,19,0,0.8,9,N/A
BK-0180,Lucknow, 0 ,0,0.0,6,249
BK-0181,Mumbai,1,0,0.1,6,99
BK-0181,Delhi,2,0,0.7,6,Rs. 99
BK-0181,Bengaluru,0,0,0.1,9,99
BK-0181,Hyderabad,14,0,0.7,6,99
BK-0181,Chennai,2,0,0.2,6,99
BK-0181,Kolkata,7,0,0.6,6,₹99
BK-0181,Pune, 4 ,0,0.7,6,₹99
BK-0181,Ahmedabad,6,0,0.2,15,Rs. 99
BK-0181,Jaipur,29,0,0.7,15,Rs. 99
BK-0181,Lucknow,7,-15,0.5,15,₹99
BK-0182,Mumbai,24,0,0.6,15,249
BK-0182,Delhi,7,0,0.3,9,Rs. 249
BK-0182,Bengaluru,3,0,0.2,6,₹249
BK-0182,Hyderabad, 20 ,0,0.8,9,₹249
BK-0182,Chennai,0,0,0.1,15,₹249
BK-0182,Kolkata,6,6,0.5,15,Rs. 249
BK-0182,Pune,14,0,0.7,9,249
BK-0182,Ahmedabad,10,0,0.5,9,₹249
BK-0182,Jaipur,3,0,0.3,9,249
BK-0182,Lucknow,3,3,0.6,9,₹249
BK-0183,Mumbai, 1 ,0,0.1,6,99
BK-0183,Delhi,26,6,0.9,9,99
BK-0183,Bengaluru,3,0,0.3,6,Rs. 99
BK-0183,Hyderabad,(9),2,0.5,9,99.00
BK-0183,Chennai,4,0,0.3,9,₹99
BK-0183,Kolkata, 0 ,0,0.2,15,₹99
BK-0183,Pune,18, 6 ,0.9,9,99
BK-0183,Ahmedabad,8.5,1,0.3,9,99.00
BK-0183,Jaipur,2,0,0.2,6,99
BK-0183,Lucknow,3,0,0.7,9,₹99
BK-0184,Mumbai,8,0,0.7,6,₹149
BK-0184,Delhi,13,0,0.8,15,149
BK-0184,Bengaluru,21,0,0.8,9,149
BK-0184,Hyderabad,35,0,0.8,15,149.00
BK-0184,Chennai,33,0,0.8,15,Rs. 149
BK-0184,Kolkata,4,3,0.6,6,149
BK-0184,Pune,9,2,0.4,9,149
BK-0184,Ahmedabad,15,7,0.4,15,Rs. 149
BK-0184,Jaipur, 16 ,0,0.6,15,Rs. 149
BK-0184,Lucknow,11,0,0.4,9,149
BK-0185,Mumbai,15,6,0.6,9,Rs. 149
BK-0185,Delhi,22,0,0.8,9,₹149
BK-0185,Bengaluru,2,3,0.4,6,149
BK-0185,Hyderabad,0,0,0.7,9,₹149
BK-0185,Chennai,1,0,0.2,9,Rs. 149
BK-0185,Kolkata,0,1,0.2,6,149
BK-0185,Pune,13,0,0.7,9,149
BK-0185,Ahmedabad,18,0,0.4,15,₹149
BK-0185,Jaipur,4,0,0.2,15,149
BK-0185,Lucknow,6,0,0.6,6,149.00
BK-0186,Mumbai,24,0,0.8,9,Rs. 249
BK-0186,Delhi,19,0,0.8,9,249
BK-0186,Bengaluru,0,0,0.1,6,₹249
BK-0186,Hyderabad,4,0,0.1,15,₹249
BK-0186,Chennai,23,3,0.6,15,249.00
BK-0186,Kolkata,3,0,0.6,6 days,₹249
BK-0186,Pune,15,0,0.8,9,249
BK-0186,Ahmedabad,0,2,0.4,15,N/A
BK-0186,Jaipur,2,0,0.5,9,₹249
BK-0186,Lucknow,9,0,0.4,15,₹249
BK-0187,Mumbai,1,2,0.2,,₹99
BK-0187,Delhi,0,0,0.1,9,99
BK-0187,Bengaluru,1,0,0.1,9,99
BK-0187,Hyderabad,3,2,0.6,6,99
BK-0187,Chennai, 10 ,5,0.5,9,₹99
BK-0187,Kolkata,9,13,0.7,15,99
BK-0187,Pune,0,0,,6,Rs. 99
,Ahmedabad,0,1,0.1,9,₹99
BK-0187,Jaipur,2,0,0.1,9,₹99
BK-0187,Lucknow,10,0,0.3,15,99
BK-0188,Mumbai,3,0,0.2,6,149
BK-0188,Delhi,7,0,0.4,15,149
BK-0188,Bengaluru,3,0,0.5,9,₹149
BK-0188,Hyderabad,3,0,0.5,9,₹149
BK-0188,Chennai,0,0,0.0,6,Rs. 149
BK-0188,Kolkata,6,3,0.4,9,₹149
BK-0188,Pune,11,0,0.8,6,₹149
BK-0188,Ahmedabad, 0 ,0,0.0,6,₹149
BK-0188,Jaipur,2,0,0.1,9,149.00
BK-0188,Lucknow,8,0,0.5,9,₹149
BK-0189,Mumbai,1.5,-12,0.1,6,599.00
BK-0189,Delhi, 13 ,0,0.9,6,₹599
BK-0189,Bengaluru,6,0,0.5,6,599
BK-0189,Hyderabad,11,9,0.8,9,599
BK-0189,Chennai,4,0,0.2,9,₹599
BK-0189,Kolkata,6,0,0.7,9,599
BK-0189,Pune,5,0,0.4,9,599.00
BK-0189,Ahmedabad,0,0,0.1,6,599.00
BK-0189,Jaipur,6,0,0.4,6,599
BK-0189,Lucknow,0,0,0.0,9,Rs. 599
BK-0190,Mumbai,1,0,0.1,9,₹599
BK-0190,Mumbai,1,0,0.1,9,₹599
BK-0190,Delhi,0,0,0.0,9,₹599
BK-0190,Bengaluru,25,9,0.9,15,599
BK-0190,Hyderabad,2,0,0.2,6,599
BK-0190,Chennai, 5 ,0,0.2,9,599
BK-0190,Kolkata, 0 ,2,0.3,15,Rs. 599
BK-0190,Pune,29,0,0.7,15,599
BK-0190,Ahmedabad,14,0,0.8,6,₹599
BK-0190,Jaipur,2,0,0.2,6,599
BK-0190,Lucknow,14,0,0.8,15,599
BK-0191,Mumbai,8,0,0.9,9,599
BK-0191,Delhi,11,0,0.6,15,599
BK-0191,Bengaluru,0,0,0.4,6,599.00
BK-0191,Hyderabad,0,0,0.1,6,₹599
BK-0191,Chennai,2,0,0.2,6,₹599
BK-0191,Kolkata,0,0,0.0,15,599
BK-0191,Pune,6,0,0.3,15,599
BK-0191,Ahmedabad,0,3,0.5,9,₹599
BK-0191,Jaipur,1,0,0.2,6,Rs. 599
BK-0191,Lucknow,8,4,0.4,9,₹599
BK-0192,Mumbai,1,0,0.4,6,Rs. 599
BK-0192,Delhi,0,3,0.3,9,599
BK-0192,Bengaluru,(4),0,0.1,9,₹599
BK-0192,Hyderabad,23,6,0.5,15,₹599
BK-0192,Chennai,15,0,0.6,9,₹599
BK-0192,Kolkata,24,10,0.6,15,599
BK-0192,Pune,20,0,0.5,15,N/A
BK-0192,Ahmedabad,16,4,0.8,9,₹599
BK-0192,Jaipur,0,0,0.6,15,₹599
BK-0192,Lucknow,10,0,0.2,15,599
BK-0193,Mumbai,1,0,0.1,9,Rs. 599
BK-0193,Delhi,2,0,0.2,9,599
BK-0193,Bengaluru,0,0,0.1,15,Rs. 599
BK-0193,Hyderabad,1,0,0.1,9,₹599
BK-0193,Chennai,36,0,0.9,15,599.00
BK-0193,Kolkata,3,0,0.3,6,₹599
BK-0193,Pune,7,3,0.4,6,Rs. 599
BK-0193,Ahmedabad,5,0,0.2,9,₹599
BK-0193,Jaipur,6,0,0.8,9,599
BK-0193,Lucknow,4,0,0.5,6,Rs. 599
BK-0194,Mumbai,33,0,0.7,15,99.00
BK-0194,Delhi,5,4,0.7,6,Rs. 99
BK-0194,Bengaluru,3,0,0.5,15,99
BK-0194,Hyderabad,0.5,0,0.1,,99
BK-0194,Chennai,24,0,0.8,15 days,99
BK-0194,Kolkata,5,0,0.1,15,99.00
BK-0194,Pune,16,0,0.6,9,99
BK-0194,Ahmedabad,2,0,0.8,6,99.00
BK-0194,Jaipur, 10 ,0,0.6,6,Rs. 99
BK-0194,Lucknow,3,0,0.3,9,Rs. 99
BK-0195,Mumbai,4,0,0.5,9,599
BK-0195,Delhi,6,0,0.5,6,₹599
BK-0195,Bengaluru,0,0,0.1,6,Rs. 599
BK-0195,Hyderabad,0,0,0.7,6,599
BK-0195,Chennai,2,0,0.8,9,599
BK-0195,Kolkata,10,2,0.3,15,599
BK-0195,Pune,1,0,0.3,6,₹599
BK-0195,Ahmedabad,23,7,0.9,9,₹599
BK-0195,Jaipur,9,0,0.2,15,₹599
BK-0195,Lucknow,11,0,,15,₹599
BK-0196,Mumbai,23,6,0.6,15,99
BK-0196,Delhi,0,-16,0.0,6,₹99
BK-0196,Bengaluru,10,0,0.8,6,99
BK-0196,Hyderabad,1,0,0.1,6,99
BK-0196,Chennai,16,0,0.4,15,₹99
BK-0196,Kolkata, 13 ,0,0.5,9,99
BK-0196,Pune,8,0,0.8,15,₹99
BK-0196,Ahmedabad,5,0,0.9,9,99
BK-0196,Jaipur,7,7,0.9,6,99
BK-0196,Lucknow,6,5,0.7,6,₹99
BK-0197,Mumbai,0,4,0.3,15,599.00
BK-0197,Delhi,15,0,0.4,15,₹599
BK-0197,Bengaluru,5,1,0.2,9,599
BK-0197,Hyderabad,0,0,0.5,6,599
BK-0197,Chennai, 28 ,0,0.8,15,Rs. 599
BK-0197,Kolkata,0,0,0.7,9,599
BK-0197,Pune,1,2,0.2,15,599
BK-0197,Ahmedabad,2,2,0.6,9,₹599
,Jaipur,4,0,0.5,6,599.00
BK-0197,Lucknow,3,0,0.6,6,₹599
BK-0198,Mumbai,0,0,0.0,9,Rs. 99
BK-0198,Delhi,0,0,0.4,6,99.00
BK-0198,Bengaluru,0,0,0.4,9,₹99
BK-0198,Hyderabad,11,0,0.8,6,99
BK-0198,Chennai,12,0,0.8,9,Rs. 99
BK-0198,Kolkata,9,3,0.2,15,N/A
BK-0198,Pune,5,0,0.7,6,₹99
BK-0198,Ahmedabad,15,4,0.6,9,99
BK-0198,Jaipur,0,2,0.6,6,Rs. 99
BK-0198,Lucknow,1,2,0.3,6,₹99
BK-0199,Mumbai,2,0,0.1,15,₹149
BK-0199,Delhi,10,4,0.8,6,149
BK-0199,Bengaluru,2,0,0.8,6,₹149
BK-0199,Hyderabad,3,0,0.1,15,149
BK-0199,Chennai,3,0,0.1,15,₹149
BK-0199,Kolkata,7,0,0.4,9,149
BK-0199,Pune,7.5,0,0.6,6,₹149
BK-0199,Ahmedabad,10,0,0.7,6,149
BK-0199,Ahmedabad,10,0,0.7,6,149
BK-0199,Jaipur,8,0,0.5,6,₹149
BK-0199,Lucknow,28,18,0.9,15,149.00
BK-0200,Mumbai,13,0,0.8,15,₹249
BK-0200,Delhi, 21 ,0,0.7,15,Rs. 249
BK-0200,Bengaluru,15,0,0.9,6,249
BK-0200,Hyderabad,0,0,0.4,6,Rs. 249
BK-0200,Chennai,0,0,0.2,15,249
BK-0200,Kolkata,11,0,0.5,15,₹249
BK-0200,Pune,4,0,0.9,15,Rs. 249
BK-0200,Ahmedabad,3,0,0.2,9,Rs. 249
BK-0200,Jaipur,6,0,0.3,9,249
BK-0200,Lucknow,17,7,0.7,9,₹249
