Article,Branch,Qty On Hand,Open PO,run_rate,replenishment_days,Rate,Style,Colour,Size
FW-SLIP-BLK-UK8,Varanasi Store,11,0,2.2,14,3499,Slip-On Ease,BLK,UK8
FW-SLIP-BLK-UK8,Amritsar Store,11,0,2.8,10,"₹3,499",Slip-On Ease,BLK,UK8
FW-SLIP-BLK-UK8,Noida Store,5,18,0.7,21,3499,Slip-On Ease,BLK,UK8
FW-SLIP-BLK-UK8,Gurugram Store,59,0,2.4,10,"3,499.00",Slip-On Ease,BLK,UK8
FW-SLIP-BLK-UK8,Coimbatore Store,49,26,1.6,14,"₹3,499",Slip-On Ease,BLK,UK8
FW-SLIP-BLK-UK8,Madurai Store,23,0,2.5,10,3499,Slip-On Ease,BLK,UK8
FW-SLIP-BLK-UK8,Guwahati Store,113,0,2.6,14,3499,Slip-On Ease,BLK,UK8
FW-SLIP-BLK-UK9,Mumbai Store,134,0,2.3,21,"₹1,499",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Delhi Store,71,0,1.9,21,1499,Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Bengaluru Store,7,0,0.4,21,N/A,Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Hyderabad Store,2,0,0.2,10,"1,499.00",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Chennai Store,32,6,1.3,10,"Rs. 1,499",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Kolkata Store,83,18,1.8,14,"1,499.00",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Pune Store,-6,0,1.1,10,"1,499.00",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Ahmedabad Store, 15 ,0,2.8,21,1499,Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Jaipur Store,2,0,0.7,21,1499,Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Lucknow Store,47,0,3.0,10,1499,Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Surat Store,54,29,1.6,14,"Rs. 1,499",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Indore Store,0,1,0.2,10,1499,Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Nagpur Store,2,0,0.2,14,"Rs. 1,499",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Kochi Store,27,19,1.2,14,"1,499.00",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Chandigarh Store,36,0,1.7,21,"Rs. 1,499",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Bhopal Store,0,0,1.4,10,"₹1,499",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Bhopal Store,0,0,1.4,10,"₹1,499",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Patna Store, 26 ,0,0.8,10,1499,Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Vadodara Store,10,0,0.3,14,1499,Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Ludhiana Store,30,0,2.0,21,"Rs. 1,499",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Agra Store,7,35,2.3,14,"1,499.00",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Nashik Store,100,0,2.6,21,1499,Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Meerut Store,6,0,0.7,10,1499,Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Rajkot Store,89,0,2.0,14,"Rs. 1,499",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Varanasi Store,33,0,2.5,10,1499,Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Amritsar Store,81,0,1.2,21,1499,Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Noida Store,6,0,0.4,10,"Rs. 1,499",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Gurugram Store,16,0,1.5,10 days,"1,499.00",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Coimbatore Store,14,0,1.1,14,"1,499.00",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Madurai Store,5,0,1.7,10,"₹1,499",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK9,Guwahati Store,80,45,2.6,14,"₹1,499",Slip-On Ease,BLK,UK9
FW-SLIP-BLK-UK10,Mumbai Store,87,0,,21,2299,Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Delhi Store,47,23,1.8,14,"2,299.00",Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Bengaluru Store,41,0,1.3,14,"Rs. 2,299",Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Hyderabad Store,13,12,1.2,10,"2,299.00",Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Chennai Store,18.5,0,0.7,14,"Rs. 2,299",Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Kolkata Store,15,0,2.3,10,2299,Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Pune Store,81,0,1.8,14,"₹2,299",Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Ahmedabad Store,62,0,2.5,14,"2,299.00",Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Jaipur Store,2,0,0.4,10,2299,Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Lucknow Store,161,0,2.7,21,2299,Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Surat Store,5,0,3.0,10,2299,Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Indore Store,1,-14,1.6,14,"Rs. 2,299",Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Nagpur Store,137,54,2.1,21,2299,Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Kochi Store,15,0,0.8,10,2299,Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Chandigarh Store,25,0,0.6,21,2299,Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Bhopal Store,9,0,0.3,14,"Rs. 2,299",Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Patna Store,32, 25 ,1.6,21,"2,299.00",Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Vadodara Store,12,0,0.7,10,"₹2,299",Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Ludhiana Store,68,0,2.6,10,"₹2,299",Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Agra Store,33,7,1.0,14,2299,Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Nashik Store,19,0,1.4,14,"₹2,299",Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Meerut Store,50,0,1.2,21,2299,Slip-On Ease,BLK,UK10
,Rajkot Store, 116 ,0,1.7,21,"2,299.00",Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Varanasi Store,4,0,1.4,21,2299,Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Amritsar Store, 14 ,0,0.3,21,"₹2,299",Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Noida Store,68,27,1.4,21,2299,Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Gurugram Store,12,0,0.3,14,"₹2,299",Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Coimbatore Store,1,21,1.3,14,2299,Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Madurai Store,23,0,2.3,14,2299,Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK10,Guwahati Store,37,0,1.1,10,2299,Slip-On Ease,BLK,UK10
FW-SLIP-BLK-UK11,Mumbai Store,1,0,1.8,14,3499,Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Delhi Store,2,0,1.5,10,N/A,Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Bengaluru Store,56,0,2.8,14,3499,Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Hyderabad Store,8,0,2.4,,3499,Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Chennai Store,139,0,2.2,21,"₹3,499",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Kolkata Store,12,0,0.9,10,"Rs. 3,499",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Pune Store,1,1,0.2,10,"Rs. 3,499",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Ahmedabad Store,44,42,1.5,21,"₹3,499",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Jaipur Store, 15 ,7,0.8,10,"₹3,499",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Lucknow Store, 24 ,0,0.4,21,"₹3,499",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Surat Store,29,0,0.9,10,3499,Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Indore Store,12,0,0.4,21,"₹3,499",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Nagpur Store,3,0,1.5,14,"3,499.00",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Kochi Store,33, 38 ,2.4,14,"3,499.00",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Chandigarh Store,18,0,0.7,14,"Rs. 3,499",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Bhopal Store,49,16,1.0,21,"₹3,499",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Patna Store,5,0,0.3,10,3499,Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Vadodara Store,0,0,0.8,21,"3,499.00",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Ludhiana Store,2,0,2.0,14,"₹3,499",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Agra Store,62,44,2.7,14,3499,Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Nashik Store,38,0,0.9,21,3499,Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Meerut Store,26,0,2.2,10,3499,Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Rajkot Store, 26 ,14,0.8,21,"Rs. 3,499",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Varanasi Store,11,0,2.2,10,3499,Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Amritsar Store,51,0,1.6,10,"₹3,499",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Noida Store,20,0,1.9,10,"₹3,499",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Gurugram Store,26,10,0.6,14,3499,Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Coimbatore Store,17.5,24,1.1,21,"₹3,499",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Madurai Store,59,0,2.0,14,"Rs. 3,499",Slip-On Ease,BLK,UK11
FW-SLIP-BLK-UK11,Guwahati Store,88,24,2.8,21,"3,499.00",Slip-On Ease,BLK,UK11
FW-SLIP-WHT-UK6,Mumbai Store,23,0,1.1,21,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Delhi Store,16, 25 ,2.8,14,"₹4,999",Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Bengaluru Store,5,0,0.2,14,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Hyderabad Store,3,0,1.5,10,"Rs. 4,999",Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Chennai Store,135,68,2.4,21,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Kolkata Store,(3),0,1.2,14,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Pune Store,6,0,0.8,10,"₹4,999",Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Ahmedabad Store,41,0,0.9,14,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Jaipur Store,154, 45 ,2.7,21,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Lucknow Store,35,0,1.1,14,"Rs. 4,999",Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Surat Store,6,0,0.5,14,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Indore Store,1,0,1.2,10,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Nagpur Store,4,0,0.9,10,"₹4,999",Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Kochi Store,118,0,2.7,21,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Chandigarh Store, 11 ,4,0.4,10,"₹4,999",Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Bhopal Store,18,0,0.6,10 days,"₹4,999",Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Patna Store,12,0,0.5,14,"Rs. 4,999",Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Vadodara Store,0,0,0.3,10,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Ludhiana Store,29,0,2.7,10,"4,999.00",Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Agra Store,63,0,1.7,21,"Rs. 4,999",Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Nashik Store,12,0,0.6,14,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Meerut Store,20,0,1.9,21,"₹4,999",Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Rajkot Store,10,-17,0.5,10,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Rajkot Store,10,-17,0.5,10,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Varanasi Store,95,0,,21,"₹4,999",Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Amritsar Store,1,0,0.2,10,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Noida Store,9,12,0.6,21,"₹4,999",Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Gurugram Store,26,0,1.4,21,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Coimbatore Store,63,43,2.8,14,"Rs. 4,999",Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Madurai Store,91,0,2.4,14,"₹4,999",Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK6,Guwahati Store,81,0,2.4,10,4999,Slip-On Ease,WHT,UK6
FW-SLIP-WHT-UK7,Mumbai Store,63,0,1.6,14,N/A,Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Delhi Store, 63 ,42,2.1,21,1499,Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Bengaluru Store, 18 ,0,1.3,10,"1,499.00",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Hyderabad Store,14,0,1.2,21,1499,Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Chennai Store,115,0,3.0,14,1499,Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Kolkata Store,54,0,2.1,21,"₹1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Pune Store,47,27,1.5,14,"₹1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Ahmedabad Store,12,0,1.4,10,"₹1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Jaipur Store,58,13,2.2,10,"₹1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Lucknow Store,42,0,1.4,10,1499,Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Surat Store,49,0,1.2,21,"Rs. 1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Indore Store,12,0,0.4,10,"₹1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Nagpur Store,11,12,1.0,14,"1,499.00",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Kochi Store,38,20,1.9,14,1499,Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Chandigarh Store,28,0,0.8,14,1499,Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Bhopal Store,40,14,2.0,14,1499,Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Patna Store,48,0,0.8,,"Rs. 1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Vadodara Store,61,0,1.6,21,"₹1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Ludhiana Store,12,0,0.7,14,1499,Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Agra Store,5,0,0.3,10,"₹1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Nashik Store,44.5,0,1.0,21,"Rs. 1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Meerut Store, 38 ,22,1.7,21,"₹1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Rajkot Store,39,0,1.3,10,"Rs. 1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Varanasi Store, 127 ,47,2.7,21,1499,Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Amritsar Store,39,0,2.7,10,"₹1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Noida Store,24,0,0.8,21,1499,Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Gurugram Store,3,0,0.8,10,1499,Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Coimbatore Store,8,0,2.6,10,"Rs. 1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Madurai Store,29,0,0.5,21,"₹1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK7,Guwahati Store,35,0,0.9,14,"₹1,499",Slip-On Ease,WHT,UK7
FW-SLIP-WHT-UK8,Mumbai Store, 16 ,16,2.7,10,"2,299.00",Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Delhi Store,129,0,2.8,14,"Rs. 2,299",Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Bengaluru Store,4, 25 ,2.1,10,2299,Slip-On Ease,WHT,UK8
,Hyderabad Store,0,0,0.9,14,2299,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Chennai Store,29,10,0.9,10,"₹2,299",Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Kolkata Store,31,14,1.2,10,2299,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Pune Store, 1 ,5,0.3,21,2299,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Ahmedabad Store,122,0,2.6,14,2299,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Jaipur Store,24,0,0.9,21,"Rs. 2,299",Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Lucknow Store,9,0,0.2,21,2299,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Surat Store,7,0,1.4,14,2299,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Indore Store,82, 36 ,1.9,14,2299,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Nagpur Store,11,13,1.2,10,"₹2,299",Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Kochi Store,11,0,0.6,10,2299,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Chandigarh Store,25,12,1.6,10,"Rs. 2,299",Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Bhopal Store,12,0,0.5,10,"Rs. 2,299",Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Patna Store,50,0,1.8,10,2299,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Vadodara Store,55,0,2.8,10,2299,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Ludhiana Store,53,0,2.8,10,2299,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Agra Store,105,28,2.6,14,"Rs. 2,299",Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Nashik Store, 8 ,0,1.6,10,"Rs. 2,299",Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Meerut Store,3,0,1.0,21,"₹2,299",Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Rajkot Store,24,0,1.3,10,2299,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Varanasi Store,13, 9 ,0.9,21,"Rs. 2,299",Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Amritsar Store,43,13,2.0,10,"₹2,299",Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Noida Store, 8 ,14,2.1,14,2299,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Gurugram Store,0,8,0.6,21,2299,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Coimbatore Store,133,0,1.9,21,"₹2,299",Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Madurai Store,94,0,2.9,10,2299,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK8,Guwahati Store,23,0,2.8,10,N/A,Slip-On Ease,WHT,UK8
FW-SLIP-WHT-UK9,Mumbai Store,12,0,0.4,21,"1,499.00",Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Delhi Store,87,0,2.3,14,"₹1,499",Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Bengaluru Store,30,0,1.5,14,"₹1,499",Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Hyderabad Store,42,-5,2.7,21,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Chennai Store,-7,36,2.3,14 days,"1,499.00",Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Kolkata Store,65,0,2.5,14,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Pune Store,20,0,0.4,21,"1,499.00",Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Ahmedabad Store,6,0,0.2,10,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Jaipur Store,37,18,1.7,14,"Rs. 1,499",Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Lucknow Store,68,19,1.9,14,"₹1,499",Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Surat Store,80,0,1.3,21,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Indore Store,22,0,0.7,21,"₹1,499",Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Nagpur Store,78,0,2.4,21,"Rs. 1,499",Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Kochi Store,2.5,3,0.4,14,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Chandigarh Store,2,0,0.7,10,"₹1,499",Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Bhopal Store,31,25,3.0,10,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Patna Store,62,0,,14,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Vadodara Store,55,0,2.5,10,"Rs. 1,499",Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Ludhiana Store,113, 49 ,1.8,21,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Agra Store,0,0,0.5,14,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Nashik Store,169,0,2.6,21,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Meerut Store,10,9,0.7,14,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Rajkot Store,33,0,0.5,21,"₹1,499",Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Varanasi Store,27,0,0.4,21,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Amritsar Store,100,14,2.3,14,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Noida Store,9,13,0.7,14,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Gurugram Store,12,11,1.3,10,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Coimbatore Store,56,29,1.1,21,1499,Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Madurai Store,63,0,2.6,14,"Rs. 1,499",Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Guwahati Store,49,0,1.2,,"₹1,499",Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK9,Guwahati Store,49,0,1.2,,"₹1,499",Slip-On Ease,WHT,UK9
FW-SLIP-WHT-UK10,Mumbai Store,21, 10 ,0.4,21,"₹3,499",Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Delhi Store,108,20,2.3,14,"₹3,499",Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Bengaluru Store,0,0,0.3,10,3499,Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Hyderabad Store,34,24,1.0,21,"Rs. 3,499",Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Chennai Store,119,0,3.0,21,3499,Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Kolkata Store,23,0,1.8,14,"Rs. 3,499",Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Pune Store,20,0,0.7,10,"₹3,499",Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Ahmedabad Store,64,18,1.7,21,3499,Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Jaipur Store,12,0,1.7,10,"₹3,499",Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Lucknow Store,23,0,1.1,14,3499,Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Surat Store,32,0,1.3,10,3499,Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Indore Store,33,0,0.7,14,"₹3,499",Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Nagpur Store,40,0,1.7,14,"₹3,499",Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Kochi Store,4,0,0.5,21,"₹3,499",Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Chandigarh Store,17,0,1.8,10,"3,499.00",Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Bhopal Store,39,0,1.3,21,3499,Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Patna Store,9,0,1.0,10,3499,Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Vadodara Store,72,0,2.4,14,"₹3,499",Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Ludhiana Store,20,0,2.8,21,3499,Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Agra Store,28,0,2.6,14,"₹3,499",Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Nashik Store,88,0,2.7,14,3499,Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Meerut Store,25,0,2.3,21,3499,Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Rajkot Store,112,56,2.1,21,"₹3,499",Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Varanasi Store,67,9,2.4,10,"₹3,499",Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Amritsar Store,44,0,2.9,14,3499,Slip-On Ease,WHT,UK10
FW-SLIP-WHT-UK10,Noida Store,72,0,1.8,21,"Rs. 3,499",Slip-On Ease,WHT,UK10
