item,shop,current_stock,intransit,avg_off_take_day,lt,price,Gear,bf,Units Sold Week 8,Units Sold Week 7,Units Sold Week 6,Units Sold Week 5,Units Sold Week 4,Units Sold Week 3,Units Sold Week 2,Units Sold Week 1
SP-CRIC-36,Bhopal,49,0,2.3,7,₹999,Cricket Bat,,14,17,18,19,17,17,15,15
SP-CRIC-36,Patna,181,0,5.3,14,999.00,Cricket Bat,2.2,32,34,44,39,44,37,40,39
SP-CRIC-36,Vadodara,16,0,5.1,14,999,Cricket Bat,2.0,28,37,40,41,34,29,31,32
SP-CRIC-36,Ludhiana,47,63,5.3,14,₹999,Cricket Bat,2.0,43,42,34,36,38,41,29,42
SP-CRIC-36,Agra,29,10,1.6,10,999,Cricket Bat,,11,12,14,10,13,10,13,14
SP-CRIC-37,Mumbai,27,0,1.0,14,599,Cricket Bat,2.0,5,6,7,7,7,6,9,6
SP-CRIC-37,Delhi,102,0,4.5,7,599,Cricket Bat,2.2,56,12,56,69,12,69,56,12
SP-CRIC-37,Bengaluru, 127 ,0,5.6,7,599,Cricket Bat,2.0,48,42,39,43,38,44,34,48
SP-CRIC-37,Hyderabad,14,0,2.9,7,599,Cricket Bat,,19,24,21,17,19,21,23,20
SP-CRIC-37,Chennai,22,0,0.5,14,₹599,Cricket Bat,2.0,4,3,4,4,4,4,4,4
SP-CRIC-37,Kolkata,109,0,3.6,10,599,Cricket Bat,,31,31,23,19,31,25,23,31
SP-CRIC-37,Pune,101,0,6.0,14,599,Cricket Bat,2.0,49,37,42,50,37,37,48,40
SP-CRIC-37,Pune,101,0,6.0,14,599,Cricket Bat,2.0,49,37,42,50,37,37,48,40
SP-CRIC-37,Ahmedabad,70,0,4.3,14,599,Cricket Bat,,37,36,33,36,31,34,37,30
SP-CRIC-37,Jaipur,50,26,2.1,10,599,Cricket Bat,2.2,16,15,12,17,12,12,13,15
SP-CRIC-37,Lucknow,14,0,1.5,14,599,Cricket Bat,,8,11,10,9,9,12,11,11
SP-CRIC-37,Surat, 0 ,0,0.5,7,599,Cricket Bat,2.2,3,3,4,3,4,3,3,3
SP-CRIC-37,Indore,9,0,4.2,10,₹599,Cricket Bat,,32,34,23,36,33,28,34,24
SP-CRIC-37,Nagpur,56,0,3.7,7,599.00,Cricket Bat,,21,19,23,26,24,20,26,28
SP-CRIC-37,Kochi,32,0,1.6,10,Rs. 599,Cricket Bat,2.0,14,11,10,11,12,13,14,10
SP-CRIC-37,Chandigarh,75,0,3.4,7,599,Cricket Bat,2.2,22,21,29,22,21,29,18,23
SP-CRIC-37,Bhopal,58,0,3.4,14,₹599,Cricket Bat,2.0,26,20,21,24,23,23,25,29
SP-CRIC-37,Patna,31,17,2.9,7,N/A,Cricket Bat,,18,22,22,16,17,19,18,25
SP-CRIC-37,Vadodara,39,0,0.9,14,599,Cricket Bat,2.0,7,6,5,6,5,7,7,6
SP-CRIC-37,Ludhiana,0,0,1.1,14,₹599,Cricket Bat,,3,13,3,13,13,3,3,3
SP-CRIC-37,Agra,7,13,1.2,14,Rs. 599,Cricket Bat,2.0,9,7,10,7,10,7,9,10
SP-CRIC-38,Mumbai,21, 16 ,2.2,10,999.00,Cricket Bat,2.0,17,14,15,17,12,19,12,14
SP-CRIC-38,Delhi,7,82,4.7,14,999,Cricket Bat,,31,34,28,27,28,34,39,38
SP-CRIC-38,Bengaluru,117,0,5.1,7,999,Cricket Bat,,32,44,43,30,39,29,31,30
SP-CRIC-38,Hyderabad, 20 ,0,2.6,7,999,Cricket Bat,2.2,20,14,16,19,16,14,21,15
SP-CRIC-38,Chennai,120,-9,5.1,7,₹999,Cricket Bat,2.2,44,27,28,28,44,29,39,31
SP-CRIC-38,Kolkata,3,0,0.6,7,999.00,Cricket Bat,2.0,4,3,4,4,5,4,3,5
SP-CRIC-38,Pune,64,0,5.4,10,999.00,Cricket Bat,2.0,30,43,45,37,44,37,41,35
SP-CRIC-38,Ahmedabad, 89 ,0,4.7,10,999.00,Cricket Bat,2.0,36,40,32,34,38,30,38,30
SP-CRIC-38,Jaipur,17,26,4.1,14,999,Cricket Bat,,27,34,31,30,24,27,26,31
SP-CRIC-38,Lucknow,7,29,5.9,7 days,999,Cricket Bat,,43,33,47,32,42,41,46,38
SP-CRIC-38,Surat,94,0,4.3,7,999,Cricket Bat,,37,29,33,24,30,34,24,37
SP-CRIC-38,Indore,135,24,4.5,10,₹999,Cricket Bat,2.0,26,34,28,33,29,31,38,28
SP-CRIC-38,Nagpur,128,0,4.6,14,₹999,Cricket Bat,,33,33,25,26,32,30,24,33
SP-CRIC-38,Kochi,27,0,2.0,14,₹999,Cricket Bat,,16,11,16,17,16,17,17,16
SP-CRIC-38,Chandigarh,16,0,5.1,7,₹999,Cricket Bat,,30,37,41,30,36,42,42,36
SP-CRIC-38,Bhopal,-5,0,1.6,7,₹999,Cricket Bat,,24,24,4,24,20,4,24,24
,Patna,67,0,3.3,10,999,Cricket Bat,,21,21,27,23,23,20,26,24
SP-CRIC-38,Vadodara,25,0,0.6,14,₹999,Cricket Bat,2.0,4,4,4,4,3,5,4,3
SP-CRIC-38,Ludhiana,9,0,0.6,14,999,Cricket Bat,,3,4,5,4,4,5,4,3
SP-CRIC-38,Agra,9,0,1.3,10,₹999,Cricket Bat,2.0,10,7,11,11,11,9,10,8
SP-CRIC-39,Mumbai,22,14,4.7,7,299,Cricket Bat,2.0,27,36,29,36,29,33,29,28
SP-CRIC-39,Delhi,6,0,0.8,7,299,Cricket Bat,,6,6,6,5,5,5,5,5
SP-CRIC-39,Bengaluru,87,0,4.7,7,299,Cricket Bat,2.0,40,26,41,31,34,40,28,35
SP-CRIC-39,Hyderabad,42,104,5.4,14,299,Cricket Bat,2.0,47,43,47,43,36,41,46,40
SP-CRIC-39,Chennai,14,0,1.0,7,₹299,Cricket Bat,,6,8,6,7,8,6,6,6
SP-CRIC-39,Kolkata,17,11,1.4,,299,Cricket Bat,,8,10,10,9,9,9,8,8
SP-CRIC-39,Pune,82,0,4.2,10,Rs. 299,Cricket Bat,2.2,26,22,30,28,28,36,26,35
SP-CRIC-39,Ahmedabad,18.5,0,5.3,14,299,Cricket Bat,,32,35,31,45,37,32,45,37
SP-CRIC-39,Jaipur,150,0,3.3,14,299,Cricket Bat,,18,19,19,21,23,23,28,23
SP-CRIC-39,Lucknow,78,0,4.1,7,299,Cricket Bat,2.2,32,29,35,24,29,34,30,31
SP-CRIC-39,Surat,132,0,3.4,14,299,Cricket Bat,,19,24,27,28,27,27,23,24
SP-CRIC-39,Indore,9,0,5.9,7,₹299,Cricket Bat,2.2,49,34,40,34,45,51,48,41
SP-CRIC-39,Nagpur,7,0,4.6,7,Rs. 299,Cricket Bat,2.0,57,70,70,70,70,57,57,12
SP-CRIC-39,Kochi,47,0,2.5,14,299,Cricket Bat,2.2,21,18,16,20,20,13,18,16
SP-CRIC-39,Chandigarh, 121 ,23,5.8,7,299.00,Cricket Bat,,35,32,39,37,34,35,40,49
SP-CRIC-39,Bhopal,12,0,0.8,10,₹299,Cricket Bat,,6,6,4,4,5,5,6,5
SP-CRIC-39,Patna,31,0,1.8,7,₹299,Cricket Bat,,10,14,12,11,13,10,11,12
SP-CRIC-39,Vadodara,19,0,1.1,10,299,Cricket Bat,2.2,9,8,6,6,7,9,9,8
SP-CRIC-39,Ludhiana,48,0,3.0,10,299,Cricket Bat,2.2,26,24,17,22,24,22,16,23
SP-CRIC-39,Agra, 86 ,0,2.6,10,299,Cricket Bat,,20,16,22,16,14,21,14,21
SP-CRIC-40,Mumbai,168,0,3.9,14,599,Cricket Bat,2.2,30,28,26,30,32,27,29,23
SP-CRIC-40,Delhi,89,0,2.2,14,599,Cricket Bat,2.2,14,18,13,14,12,12,19,15
SP-CRIC-40,Bengaluru,50,14,3.7,7,₹599,Cricket Bat,2.2,24,24,28,24,20,21,26,25
SP-CRIC-40,Hyderabad,21,0,5.0,7,₹599,Cricket Bat,,30,42,41,39,31,29,33,35
SP-CRIC-40,Chennai,26,0,5.6,10,599,Cricket Bat,,39,42,39,41,36,35,42,31
SP-CRIC-40,Kolkata,46,0,5.0,14,599,Cricket Bat,,31,36,42,38,40,27,27,32
SP-CRIC-40,Pune,7,43,5.1,7,Rs. 599,Cricket Bat,2.2,35,40,43,32,31,29,40,43
SP-CRIC-40,Ahmedabad,185,0,,10,599.00,Cricket Bat,2.0,32,32,31,50,35,42,50,31
SP-CRIC-40,Jaipur,72,40,2.3,14,₹599,Cricket Bat,2.2,14,13,16,19,20,12,18,19
SP-CRIC-40,Lucknow,17,0,1.3,10,599,Cricket Bat,2.2,20,1,3,3,1,20,3,3
SP-CRIC-40,Surat,82,0,1.8,14,Rs. 599,Cricket Bat,2.2,11,10,12,14,10,15,13,10
SP-CRIC-40,Indore,100,0,2.6,14,Rs. 599,Cricket Bat,,19,21,21,14,17,15,20,18
SP-CRIC-40,Nagpur,73,0,5.2,14,₹599,Cricket Bat,,41,40,29,40,28,35,42,38
SP-CRIC-40,Kochi,29,32,4.2,7,Rs. 599,Cricket Bat,2.2,24,29,35,34,35,24,30,26
SP-CRIC-40,Chandigarh,6,0,0.7,10,599,Cricket Bat,,6,5,5,4,4,5,4,4
SP-CRIC-40,Bhopal,7,0,5.3,7,N/A,Cricket Bat,2.2,45,34,30,38,31,31,30,33
SP-CRIC-40,Patna, 54 ,0,2.5,7,₹599,Cricket Bat,,18,21,19,16,14,17,21,14
SP-CRIC-40,Vadodara,88,18,2.7,10,599,Cricket Bat,,21,22,19,16,19,15,24,19
SP-CRIC-40,Ludhiana,37,0,5.8,7,Rs. 599,Cricket Bat,,32,37,38,46,36,39,33,37
SP-CRIC-40,Agra,48,0,5.7,7,₹599,Cricket Bat,2.2,35,39,43,44,38,46,39,43
SP-FOOT-41,Mumbai,123,0,4.2,10,999.00,Football Sz5,,27,36,31,34,35,22,23,34
SP-FOOT-41,Delhi,3,0,0.6,14,999.00,Football Sz5,2.0,5,4,5,5,4,5,4,5
SP-FOOT-41,Bengaluru,4,0,2.9,10,999.00,Football Sz5,,23,17,24,17,20,24,19,23
SP-FOOT-41,Hyderabad,123,0,3.2,14,₹999,Football Sz5,,17,20,26,17,19,24,25,26
SP-FOOT-41,Chennai,3,0,0.8,14,999,Football Sz5,2.0,6,6,5,7,7,4,7,7
SP-FOOT-41,Kolkata,153,0,5.5,14,Rs. 999,Football Sz5,2.2,44,34,38,44,31,36,31,36
SP-FOOT-41,Pune,21,0,4.0,7,₹999,Football Sz5,,5,5,61,50,11,61,50,61
SP-FOOT-41,Ahmedabad,79,30,4.7,7,Rs. 999,Football Sz5,,39,29,41,26,36,26,40,25
SP-FOOT-41,Jaipur,19,19,2.2,7,999,Football Sz5,2.2,15,18,12,15,17,12,19,13
SP-FOOT-41,Lucknow,7,7,1.6,7,₹999,Football Sz5,,12,10,12,14,10,9,9,13
SP-FOOT-41,Surat,53,19,2.7,7,999,Football Sz5,,21,18,20,16,23,19,17,16
SP-FOOT-41,Indore,28,0,2.3,10,999,Football Sz5,,16,20,17,17,18,18,16,17
SP-FOOT-41,Nagpur,99,0,2.8,14,999,Football Sz5,,17,23,23,15,22,19,23,16
SP-FOOT-41,Kochi,14,67,3.7,14,₹999,Football Sz5,,29,23,25,27,28,24,31,22
SP-FOOT-41,Chandigarh,189,0,5.9,10,999,Football Sz5,,51,35,34,46,46,35,39,47
SP-FOOT-41,Bhopal,36,-11,5.3,7,₹999,Football Sz5,,34,35,35,40,38,41,43,45
SP-FOOT-41,Patna,76,0,3.4,7,₹999,Football Sz5,,30,27,21,29,21,26,27,22
SP-FOOT-41,Vadodara,9,0,1.0,7,₹999,Football Sz5,,7,8,6,5,6,7,8,8
SP-FOOT-41,Ludhiana,36,0,2.1,14,999,Football Sz5,,17,18,17,18,15,16,15,14
SP-FOOT-41,Agra,68,0,3.9,14,999,Football Sz5,,21,33,34,25,30,26,32,32
SP-FOOT-42,Mumbai,31.5,0,2.7,10,999,Football Sz5,,16,23,22,18,19,20,19,17
SP-FOOT-42,Delhi,48,0,3.4,7,999,Football Sz5,,18,24,29,28,27,25,19,23
SP-FOOT-42,Bengaluru,111,0,5.3,14,999,Football Sz5,,44,36,40,38,46,36,41,36
SP-FOOT-42,Hyderabad,14,0,2.9,7,Rs. 999,Football Sz5,2.0,8,4,44,8,8,8,44,8
SP-FOOT-42,Hyderabad,14,0,2.9,7,Rs. 999,Football Sz5,2.0,8,4,44,8,8,8,44,8
SP-FOOT-42,Chennai,43,0,1.6,14,999,Football Sz5,,14,9,10,11,9,13,12,9
SP-FOOT-42,Kolkata, 97 ,0,6.0,7,999,Football Sz5,,52,32,44,52,39,35,35,41
SP-FOOT-42,Pune,14,0,4.2,7,Rs. 999,Football Sz5,2.2,26,26,37,36,31,31,34,35
SP-FOOT-42,Ahmedabad,23,0,1.8,10,Rs. 999,Football Sz5,,13,15,15,12,11,14,11,12
SP-FOOT-42,Jaipur,2,0,1.3,10 days,₹999,Football Sz5,,7,10,11,11,7,7,9,10
SP-FOOT-42,Lucknow,88,0,4.0,7,₹999,Football Sz5,2.2,33,22,31,27,32,24,32,24
SP-FOOT-42,Surat,49,0,2.1,7,₹999,Football Sz5,2.0,17,17,13,13,14,12,16,18
SP-FOOT-42,Indore,28,0,1.4,10,999,Football Sz5,,10,10,12,8,10,11,11,9
SP-FOOT-42,Nagpur,26,0,1.0,10,999,Football Sz5,,6,9,8,7,6,6,7,6
SP-FOOT-42,Kochi,36,10,0.8,14,999,Football Sz5,2.0,5,5,5,5,7,5,5,6
SP-FOOT-42,Chandigarh, 34 ,62,5.7,14,₹999,Football Sz5,,42,47,41,33,37,45,48,41
SP-FOOT-42,Bhopal, 10 ,45,4.8,14,999,Football Sz5,,31,41,31,36,29,39,33,36
SP-FOOT-42,Patna,28,0,1.9,10,₹999,Football Sz5,,15,11,14,16,11,11,13,14
SP-FOOT-42,Vadodara,52,22,2.4,10,₹999,Football Sz5,2.2,13,20,13,15,19,15,18,20
SP-FOOT-42,Ludhiana,23,0,1.9,,₹999,Football Sz5,,12,11,10,16,14,15,11,16
SP-FOOT-42,Agra,111,26,4.9,10,999.00,Football Sz5,2.2,41,31,31,38,41,37,35,38
SP-FOOT-43,Mumbai,12,0,4.0,7,"₹1,899",Football Sz5,,11,61,61,5,50,50,11,5
SP-FOOT-43,Delhi,104,0,5.6,7,"₹1,899",Football Sz5,,46,41,32,30,37,44,46,43
SP-FOOT-43,Bengaluru,19,0,2.0,7,"₹1,899",Football Sz5,2.0,13,11,17,15,17,16,13,17
SP-FOOT-43,Hyderabad,3,0,2.0,10,1899,Football Sz5,,13,17,16,13,12,11,14,11
SP-FOOT-43,Chennai,-8,0,2.4,7,1899,Football Sz5,2.0,17,17,15,15,14,20,13,19
SP-FOOT-43,Kolkata,38,18,2.7,14,"₹1,899",Football Sz5,,14,21,16,23,16,15,23,24
SP-FOOT-43,Pune,40,0,2.4,10,1899,Football Sz5,2.0,14,14,18,19,19,13,16,15
SP-FOOT-43,Ahmedabad,23,0,2.7,7,1899,Football Sz5,,18,19,15,16,18,18,21,20
SP-FOOT-43,Jaipur,28,0,1.3,14,"₹1,899",Football Sz5,,8,11,10,7,7,8,11,8
SP-FOOT-43,Lucknow,54,0,3.3,7,1899,Football Sz5,2.0,22,24,18,23,27,23,26,26
SP-FOOT-43,Surat,104,0,4.9,10,1899,Football Sz5,,34,42,38,29,41,34,35,41
SP-FOOT-43,Indore,160,0,3.6,14,"Rs. 1,899",Football Sz5,2.2,24,22,24,31,19,24,28,24
SP-FOOT-43,Nagpur,34,0,1.9,10,1899,Football Sz5,2.0,15,15,15,14,15,11,15,11
SP-FOOT-43,Kochi,40,42,5.7,10,1899,Football Sz5,,40,38,46,34,45,33,33,49
SP-FOOT-43,Chandigarh,8, 14 ,1.5,7,N/A,Football Sz5,,9,11,9,10,11,11,11,10
SP-FOOT-43,Bhopal,60,0,3.9,10,1899,Football Sz5,2.2,22,29,22,26,34,30,32,30
SP-FOOT-43,Patna,13,8,0.8,10,1899,Football Sz5,,5,4,5,7,4,5,6,5
,Vadodara,5,0,1.7,14,1899,Football Sz5,2.2,26,2,26,26,26,21,21,26
SP-FOOT-43,Ludhiana,52,0,3.3,14,"₹1,899",Football Sz5,,24,18,26,19,22,20,25,18
SP-FOOT-43,Agra,65,0,5.1,7,1899,Football Sz5,,34,38,44,35,39,41,31,42
SP-FOOT-44,Mumbai,71,12,3.1,7,299,Football Sz5,,18,18,21,17,19,25,27,23
SP-FOOT-44,Delhi,22,0,1.4,14,Rs. 299,Football Sz5,,9,12,10,12,9,8,11,9
SP-FOOT-44,Bengaluru,32,0,3.0,7,Rs. 299,Football Sz5,,21,18,26,24,22,24,20,18
SP-FOOT-44,Hyderabad,93,0,4.2,10,299,Football Sz5,,29,27,27,29,33,30,29,24
SP-FOOT-44,Chennai,21,0,0.7,14,299,Football Sz5,,5,4,4,4,5,4,4,4
SP-FOOT-44,Kolkata,1,0,0.4,7,Rs. 299,Football Sz5,,3,2,3,3,3,2,3,3
SP-FOOT-44,Pune,1,0,3.1,10,299,Football Sz5,,26,26,17,20,24,25,23,19
SP-FOOT-44,Ahmedabad,45,0,2.4,7,₹299,Football Sz5,,17,19,13,19,16,15,19,16
SP-FOOT-44,Jaipur,8,0,0.9,7,Rs. 299,Football Sz5,,6,7,6,5,6,7,7,6
SP-FOOT-44,Lucknow,176,0,5.6,10,₹299,Football Sz5,,45,30,35,46,40,39,42,37
SP-FOOT-44,Surat,23,0,,10,299,Football Sz5,,16,16,15,11,13,11,14,14
SP-FOOT-44,Indore,8,0,0.7,14,299,Football Sz5,2.0,6,4,5,6,5,4,5,5
SP-FOOT-44,Nagpur,91,0,4.0,7,299.00,Football Sz5,,29,23,30,31,28,27,34,23
SP-FOOT-44,Kochi,104.5,0,5.0,7,299,Football Sz5,,42,37,28,43,32,37,38,37
SP-FOOT-44,Chandigarh,94,0,4.1,7,299,Football Sz5,2.0,5,5,51,5,51,63,5,11
SP-FOOT-44,Bhopal,24,0,2.8,10,299.00,Football Sz5,2.2,15,21,18,24,18,23,15,24
SP-FOOT-44,Patna,1,0,3.7,10,₹299,Football Sz5,2.0,28,32,24,25,21,25,24,23
SP-FOOT-44,Vadodara,25,4,1.5,7,₹299,Football Sz5,,8,9,11,10,9,9,13,13
SP-FOOT-44,Ludhiana,51,0,5.7,7,299,Football Sz5,,40,38,38,38,31,30,30,31
SP-FOOT-44,Agra,29,7,0.8,14,299.00,Football Sz5,2.2,5,7,7,6,5,5,6,6
SP-FOOT-45,Mumbai,15,0,4.5,7,999,Football Sz5,2.2,35,37,38,34,35,27,25,38
SP-FOOT-45,Delhi,36,0,3.3,7,₹999,Football Sz5,,18,18,21,26,27,25,20,27
SP-FOOT-45,Bengaluru,194,0,5.1,14,Rs. 999,Football Sz5,,33,29,31,28,34,44,35,35
SP-FOOT-45,Hyderabad,77,0,2.6,14,₹999,Football Sz5,,22,19,17,21,18,19,16,18
SP-FOOT-45,Chennai,17,0,1.9,7,Rs. 999,Football Sz5,2.0,15,14,13,15,14,15,16,16
SP-FOOT-45,Kolkata,146,0,3.3,14,Rs. 999,Football Sz5,,25,24,19,26,24,24,28,17
SP-FOOT-45,Pune,28,-7,4.9,7,999,Football Sz5,,27,41,38,35,28,28,33,31
SP-FOOT-45,Ahmedabad,18,19,2.9,14,999.00,Football Sz5,,16,17,17,23,17,21,23,17
SP-FOOT-45,Jaipur,91,0,3.9,10,999,Football Sz5,2.0,22,30,28,29,26,29,23,25
SP-FOOT-45,Lucknow,81,23,3.6,7,999,Football Sz5,2.2,29,25,21,23,27,30,28,29
SP-FOOT-45,Surat,17,0,1.3,7,₹999,Football Sz5,2.0,9,7,8,11,11,9,11,10
SP-FOOT-45,Indore,0,0,2.2,10,999,Football Sz5,,6,33,6,6,27,3,27,6
SP-FOOT-45,Nagpur,5,0,2.2,7,Rs. 999,Football Sz5,2.0,18,19,16,16,17,14,14,16
SP-FOOT-45,Kochi,13,20,3.4,10,999,Football Sz5,,24,21,20,26,19,23,23,23
SP-FOOT-45,Chandigarh,44,0,3.2,7,999,Football Sz5,,18,22,20,23,26,26,21,21
SP-FOOT-45,Bhopal,51,0,2.0,14,999,Football Sz5,2.2,17,11,15,15,12,17,14,15
SP-FOOT-45,Patna,63,0,3.6,7,999.00,Football Sz5,,28,27,30,23,28,24,22,25
SP-FOOT-45,Vadodara,46,8,1.4,14,999.00,Football Sz5,,10,9,9,9,7,9,9,11
SP-FOOT-45,Ludhiana,5,0,3.7,7,₹999,Football Sz5,2.2,24,30,25,28,20,25,27,24
SP-FOOT-45,Agra,98,0,3.1,10,Rs. 999,Football Sz5,2.2,20,18,27,18,25,17,16,27
SP-FOOT-46,Mumbai,11,0,0.7,7,₹299,Football Sz5,2.2,4,5,6,6,6,5,5,6
SP-FOOT-46,Delhi,60,0,3.2,7,Rs. 299,Football Sz5,2.0,24,17,23,19,27,18,21,28
SP-FOOT-46,Bengaluru,113,0,6.0,10,299,Football Sz5,2.2,52,33,43,50,39,50,44,50
SP-FOOT-46,Hyderabad,7,4,0.6,7,₹299,Football Sz5,,4,4,5,4,5,3,3,5
SP-FOOT-46,Chennai,60,0,3.2,14,Rs. 299,Football Sz5,,26,21,18,25,26,18,24,19
SP-FOOT-46,Kolkata,35,0,3.9,7,299.00,Football Sz5,2.2,27,24,24,28,29,30,26,23
SP-FOOT-46,Pune,42,0,2.3,10,299,Football Sz5,2.0,15,16,14,12,14,13,15,17
SP-FOOT-46,Ahmedabad,115,0,2.8,14 days,Rs. 299,Football Sz5,,19,19,17,19,16,23,21,20
SP-FOOT-46,Jaipur,21,12,0.7,14,299,Football Sz5,2.2,8,10,8,1,10,10,8,0
SP-FOOT-46,Lucknow,48,0,2.2,10,Rs. 299,Football Sz5,,14,17,13,15,13,18,15,13
SP-FOOT-46,Surat,72,0,4.5,7,₹299,Football Sz5,,38,26,31,32,29,30,35,28
SP-FOOT-46,Indore,73,0,3.4,,299,Football Sz5,2.0,27,25,21,29,21,20,26,20
SP-FOOT-46,Nagpur,40,0,3.3,10,₹299,Football Sz5,,23,25,28,27,21,18,20,19
SP-FOOT-46,Kochi,10,0,0.5,7,N/A,Football Sz5,,4,3,3,4,3,4,3,4
SP-FOOT-46,Chandigarh,34,0,5.6,14,299,Football Sz5,,32,40,37,44,41,31,47,30
SP-FOOT-46,Bhopal,51,0,5.1,10,299,Football Sz5,2.2,29,43,39,43,33,36,40,41
SP-FOOT-46,Patna,49,0,2.2,7,₹299,Football Sz5,,15,19,15,14,13,12,14,18
SP-FOOT-46,Vadodara,25,0,2.2,14,Rs. 299,Football Sz5,2.0,15,12,18,14,17,17,14,14
SP-FOOT-46,Ludhiana,22,0,1.2,7,299,Football Sz5,,10,9,7,10,10,9,10,10
SP-FOOT-46,Agra,7,0,0.7,7,₹299,Football Sz5,2.2,4,5,4,4,4,5,6,5
SP-FOOT-47,Mumbai,47,0,1.9,14,"₹1,899",Football Sz5,,10,11,12,11,14,14,12,14
SP-FOOT-47,Mumbai,47,0,1.9,14,"₹1,899",Football Sz5,,10,11,12,11,14,14,12,14
SP-FOOT-47,Delhi,79,28,3.5,10,1899,Football Sz5,,29,20,30,27,27,30,25,21
SP-FOOT-47,Bengaluru,9,17,2.4,14,"₹1,899",Football Sz5,,20,14,15,17,16,14,15,19
SP-FOOT-47,Hyderabad,65,0,4.4,14,"Rs. 1,899",Football Sz5,2.2,32,27,25,38,36,34,30,28
SP-FOOT-47,Chennai,31,0,3.2,7,"₹1,899",Football Sz5,,17,19,19,22,20,21,18,24
SP-FOOT-47,Kolkata,18,0,1.1,7,1899,Football Sz5,2.0,1,16,16,1,13,16,16,16
SP-FOOT-47,Pune,29.5,0,2.1,14,"₹1,899",Football Sz5,,11,17,14,13,17,15,17,16
SP-FOOT-47,Ahmedabad,58,0,4.4,7,"₹1,899",Football Sz5,2.2,24,34,34,32,37,34,32,36
SP-FOOT-47,Jaipur,33,0,3.7,7,1899,Football Sz5,,24,28,21,32,23,22,31,22
SP-FOOT-47,Lucknow,87,0,5.2,10,1899,Football Sz5,2.0,35,42,40,35,43,41,36,41
SP-FOOT-47,Surat,47,0,5.3,7,1899,Football Sz5,,34,39,38,32,40,45,46,35
SP-FOOT-47,Indore,107,0,5.7,7,"Rs. 1,899",Football Sz5,2.2,48,50,45,39,35,40,44,40
SP-FOOT-47,Nagpur,54,0,3.5,10,1899,Football Sz5,2.0,20,23,23,29,20,25,29,24
SP-FOOT-47,Kochi,-5,0,3.4,10,"₹1,899",Football Sz5,2.0,23,24,21,20,20,25,22,20
SP-FOOT-47,Chandigarh, 19 ,20,2.2,10,"₹1,899",Football Sz5,,15,19,15,12,13,13,18,18
SP-FOOT-47,Bhopal,34,0,1.5,7,1899,Football Sz5,2.2,12,12,9,9,12,12,10,9
SP-FOOT-47,Patna,28,43,4.0,10,1899,Football Sz5,,21,24,31,27,30,25,28,33
SP-FOOT-47,Vadodara,16,0,3.4,10,"₹1,899",Football Sz5,,29,24,23,28,25,22,28,24
SP-FOOT-47,Ludhiana,154,0,3.8,14,1899,Football Sz5,,22,33,25,30,29,21,33,20
SP-FOOT-47,Agra,56,0,1.8,14,1899,Football Sz5,2.2,12,14,15,13,16,12,15,12
SP-FOOT-48,Mumbai,6,0,5.4,7,999,Football Sz5,,39,37,36,46,34,35,44,36
SP-FOOT-48,Delhi,18,36,3.0,14,999.00,Football Sz5,,19,19,20,20,24,24,25,23
SP-FOOT-48,Bengaluru,47,0,3.5,7,999,Football Sz5,2.2,44,44,4,9,4,9,9,9
SP-FOOT-48,Hyderabad,0,0,5.1,10,999,Football Sz5,,32,28,34,32,39,35,34,31
SP-FOOT-48,Chennai,43,0,5.4,14,999,Football Sz5,2.0,35,40,38,43,30,38,41,29
SP-FOOT-48,Kolkata,1, 19 ,1.7,14,999,Football Sz5,2.0,11,9,14,14,9,13,11,12
SP-FOOT-48,Pune, 10 ,0,5.5,10,Rs. 999,Football Sz5,,47,41,43,48,46,37,37,33
SP-FOOT-48,Ahmedabad,10,0,1.8,10,999,Football Sz5,,15,14,14,14,11,11,14,14
SP-FOOT-48,Jaipur,151,0,5.9,10,999,Football Sz5,,43,40,38,46,36,44,50,35
SP-FOOT-48,Lucknow,3,0,0.9,10,999.00,Football Sz5,2.0,7,7,7,6,8,6,5,6
SP-FOOT-48,Surat,11,0,0.6,7,999,Football Sz5,2.0,3,4,4,4,5,3,3,5
SP-FOOT-48,Indore,34,0,1.1,10,999.00,Football Sz5,2.2,6,9,8,8,7,8,7,7
SP-FOOT-48,Nagpur,97,0,4.8,14,₹999,Football Sz5,2.0,35,41,35,28,33,27,28,25
SP-FOOT-48,Kochi, 11 ,0,,7,Rs. 999,Football Sz5,,4,3,4,3,4,5,3,3
SP-FOOT-48,Chandigarh,131,0,4.6,14,999.00,Football Sz5,2.0,27,39,35,26,38,34,29,39
SP-FOOT-48,Bhopal,40,0,0.9,14,999,Football Sz5,,6,6,7,6,5,5,6,5
SP-FOOT-48,Patna,114,0,5.2,10,999,Football Sz5,,31,29,42,38,45,45,30,32
SP-FOOT-48,Vadodara,44,-4,3.3,10,999,Football Sz5,2.0,28,28,22,18,18,24,25,19
,Ludhiana,18,0,1.5,10,999,Football Sz5,,12,12,12,9,11,8,12,8
SP-FOOT-48,Agra,80,32,4.5,10,999,Football Sz5,,12,6,69,6,69,56,6,56
SP-FOOT-49,Mumbai,10,0,1.0,10,₹299,Football Sz5,,6,6,9,6,6,6,7,8
SP-FOOT-49,Delhi,57,0,3.5,7,Rs. 299,Football Sz5,,29,25,27,26,23,30,21,27
SP-FOOT-49,Bengaluru,87,0,3.9,10,Rs. 299,Football Sz5,,26,29,29,26,21,33,21,33
